,GRP_PD_Total_Scorecard_Points,TBSG001B,WOE_TBSBR34S,GRP_NA11,WOE_max_ks_max_util_3mos,t8,GRP_ALL2320,GRP_cust_rev_max_dlq_6mos,WOE_NA11,GRP_max_ks_max_dlqdays_6mos,GRP_TBSBR34S,GRP_dda_avg_dly_dep_amt_L90,t11,WOE_TBSAT34B,WOE_dda_sum_OS_Bal,WOE_dda_av_bal,TBSG059S,GRP_CVPRRVLR01,WOE_max_ks_max_util_6mos,GRP_CVPRAGG910,GRP_dda_min_Min_Mthly_Bal,WOE_CVSC100,GRP_REV5620,WOE_PD_Total_Scorecard_Points,GRP_TBSG302S,GRP_max_ks_num_dlqdays_12mos,GRP_TBSSC100,GRP_BCC7120,t12
860,5,0,1.151735866,4,1.087368287,0,1,1,1.323402953,1,2,2,0,1.413734741,0.60538659,0.025116256,0,2,1.106670509,1,4,0.469315498,2,2.360459417,1,1,5,1,0
861,3,0,-1.450988868,2,-1.287173361,0,2,1,-0.37704675,1,5,3,0,-1.358196556,0.60538659,-0.485121989,0,4,-0.65927715,4,4,-0.597480962,1,-0.452086568,1,1,2,2,0
862,4,-4,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,3,0,0.100545443,-1.050757911,0.931759695,-4,2,1.106670509,1,1,1.859388118,4,0.914926411,1,2,1,1,0
863,3,0,0.080273964,1,-0.354041427,1,1,1,-1.281918189,3,1,2,1,-0.469871632,-0.406465375,-1.000382259,0,4,-0.65927715,4,1,-0.597480962,2,-0.452086568,1,3,3,3,1
864,4,5,-0.045780008,3,0.61682937,0,3,1,0.452822554,2,3,1,0,-0.469871632,-1.050757911,0.025116256,2,2,0.382100409,1,1,-0.597480962,4,0.914926411,2,2,2,2,0
865,3,0,-0.045780008,2,0.017097243,0,2,1,-0.37704675,1,3,2,0,0.263253257,0.60538659,-0.485121989,0,4,0.382100409,3,3,-0.597480962,1,-0.452086568,1,1,4,2,0
866,4,0,1.151735866,3,-0.354041427,0,1,1,0.452822554,3,2,2,0,0.263253257,-0.406465375,-1.000382259,0,2,-0.65927715,3,2,0.469315498,3,0.914926411,1,3,5,2,0
867,3,0,-0.045780008,3,0.61682937,0,1,1,0.452822554,1,3,5,0,0.263253257,0.777060596,0.777060596,0,1,0.382100409,1,5,0.469315498,1,-0.452086568,1,1,4,3,0
868,1,-4,0.080273964,1,0.017097243,0,4,1,-1.281918189,2,1,3,0,0.100545443,0.60538659,0.025116256,-4,4,0.382100409,2,4,-1.742633061,3,-2.074529237,1,2,1,3,0
869,1,0,-1.450988868,1,0.017097243,0,4,2,-1.281918189,1,5,3,0,-0.469871632,0.60538659,-0.485121989,0,2,-0.65927715,3,2,-1.742633061,2,-2.074529237,1,1,2,3,0
870,2,-4,0.080273964,2,-0.354041427,1,2,2,-0.37704675,3,1,1,1,0.100545443,-1.050757911,0.931759695,-4,2,-0.65927715,2,3,0.469315498,2,-1.188488621,1,3,1,3,1
871,3,-4,0.080273964,2,-0.354041427,1,4,1,-0.37704675,3,1,2,1,0.100545443,-1.050757911,0.025116256,-4,4,-0.65927715,3,1,-0.597480962,3,-0.452086568,1,3,1,3,1
872,5,-7,0.080273964,3,-0.354041427,0,2,1,0.452822554,3,1,2,0,0.100545443,2.079364187,0.931759695,-7,2,-0.65927715,1,4,1.859388118,4,2.360459417,1,3,1,2,0
873,4,1,1.151735866,4,1.087368287,0,1,2,1.323402953,2,2,3,0,0.263253257,-1.050757911,-1.000382259,1,2,1.106670509,1,2,1.859388118,4,0.914926411,2,1,2,1,0
874,5,0,1.151735866,4,1.087368287,0,1,1,1.323402953,1,2,1,0,1.413734741,-0.406465375,-1.000382259,0,2,1.106670509,1,3,1.859388118,4,2.360459417,1,1,4,1,0
875,4,0,-0.632657414,3,0.017097243,0,2,1,0.452822554,1,4,1,0,-0.469871632,0.60538659,0.025116256,0,2,0.382100409,1,4,0.469315498,4,0.914926411,1,1,3,1,0
876,4,0,-0.632657414,2,-0.354041427,0,1,1,-0.37704675,3,4,2,0,0.263253257,-1.050757911,0.025116256,0,1,-0.65927715,1,1,1.859388118,2,0.914926411,1,3,3,2,0
877,4,-7,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,3,0,0.100545443,2.079364187,0.931759695,-7,2,-0.65927715,1,4,1.859388118,3,0.914926411,1,3,1,1,0
878,1,0,-1.450988868,1,-1.287173361,0,4,2,-1.281918189,2,5,1,0,-1.358196556,-0.406465375,-1.000382259,0,1,-0.65927715,1,3,-1.742633061,4,-2.074529237,1,2,2,4,0
879,5,-4,0.080273964,3,1.087368287,0,4,1,0.452822554,1,1,1,0,0.100545443,0.60538659,0.025116256,-4,2,1.106670509,1,4,0.469315498,3,2.360459417,1,1,1,1,0
880,4,1,1.151735866,2,1.087368287,0,2,1,-0.37704675,1,2,1,0,0.263253257,0.60538659,-0.485121989,1,2,1.106670509,2,2,0.469315498,3,0.914926411,1,1,2,2,0
881,4,1,1.151735866,4,1.087368287,0,1,1,1.323402953,2,2,3,0,0.263253257,-1.050757911,0.931759695,1,2,1.106670509,1,1,1.859388118,4,0.914926411,2,2,3,1,0
882,4,1,-0.045780008,3,0.017097243,0,1,1,0.452822554,2,3,4,0,-0.469871632,-1.050757911,0.931759695,1,3,0.382100409,1,1,0.469315498,4,0.914926411,2,2,2,1,0
883,3,4,-0.632657414,3,0.017097243,1,1,2,0.452822554,1,4,2,1,-0.469871632,-1.050757911,0.025116256,1,2,0.382100409,1,1,0.469315498,3,-0.452086568,2,1,1,1,1
884,5,0,1.151735866,4,1.087368287,0,1,1,1.323402953,1,2,1,0,1.413734741,-0.406465375,-1.000382259,0,1,1.106670509,1,3,0.469315498,3,2.360459417,1,1,5,4,0
885,4,0,0.080273964,3,-0.354041427,0,3,1,0.452822554,3,1,3,0,-0.469871632,2.079364187,0.025116256,0,3,-0.65927715,2,4,-0.597480962,4,0.914926411,1,3,3,1,0
886,3,-4,0.080273964,2,-0.354041427,0,1,2,-0.37704675,3,1,1,0,0.100545443,0.60538659,0.931759695,-4,3,-0.65927715,1,4,0.469315498,3,-0.452086568,1,3,1,2,0
887,1,0,0.080273964,1,-0.354041427,0,4,1,-1.281918189,3,1,1,0,0.263253257,-0.406465375,-1.000382259,0,2,-0.65927715,4,2,-0.597480962,1,-2.074529237,1,3,3,2,0
888,3,0,-0.632657414,4,-1.287173361,0,1,1,1.323402953,1,4,2,0,-0.469871632,0.60538659,-0.485121989,0,2,-0.65927715,3,4,0.469315498,2,-0.452086568,1,1,2,2,0
889,5,-4,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,2,0,0.100545443,2.079364187,0.931759695,-4,2,1.106670509,1,4,0.469315498,2,2.360459417,1,1,1,1,0
890,2,0,-1.450988868,1,-1.287173361,0,1,1,-1.281918189,1,5,1,0,-1.358196556,0.60538659,0.025116256,0,4,-0.65927715,4,2,-0.597480962,1,-1.188488621,1,1,2,3,0
891,4,0,-0.045780008,4,0.61682937,0,2,1,1.323402953,1,3,2,0,-0.469871632,0.60538659,-1.000382259,0,2,0.382100409,1,3,0.469315498,3,0.914926411,1,1,4,1,0
892,4,-7,0.080273964,3,1.087368287,0,1,1,0.452822554,2,1,3,0,0.100545443,-1.050757911,0.931759695,-7,2,1.106670509,3,1,1.859388118,4,0.914926411,1,2,1,1,0
893,3,0,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,5,0,-1.358196556,0.777060596,0.777060596,0,2,-0.65927715,1,5,0.469315498,2,-0.452086568,1,3,3,1,0
894,4,0,-0.045780008,4,0.017097243,0,3,1,1.323402953,1,3,2,0,-0.469871632,0.60538659,0.025116256,0,2,0.382100409,1,2,0.469315498,3,0.914926411,1,1,3,1,0
895,3,0,0.080273964,1,-0.354041427,0,1,1,-1.281918189,3,1,5,0,-0.469871632,0.777060596,0.777060596,0,4,-0.65927715,3,5,-0.597480962,2,-0.452086568,1,3,3,2,0
896,4,0,-0.632657414,2,0.017097243,0,1,1,-0.37704675,1,4,3,0,-0.469871632,0.60538659,0.025116256,0,3,0.382100409,3,4,0.469315498,4,0.914926411,1,1,3,4,0
897,5,0,1.151735866,3,-0.354041427,0,1,1,0.452822554,3,2,4,0,1.413734741,2.079364187,0.931759695,0,2,-0.65927715,1,3,1.859388118,4,2.360459417,1,3,4,2,0
898,4,0,-0.632657414,2,0.017097243,0,1,1,-0.37704675,1,4,5,0,-0.469871632,0.777060596,0.777060596,0,3,0.382100409,2,5,-0.597480962,1,0.914926411,1,1,3,2,0
899,5,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,2,0,1.413734741,0.60538659,0.025116256,0,2,1.106670509,1,4,0.469315498,4,2.360459417,1,1,4,3,0
900,1,2,-0.632657414,3,-0.354041427,0,1,2,0.452822554,3,4,1,0,-0.469871632,-1.050757911,0.025116256,1,2,-0.65927715,3,1,0.469315498,3,-2.074529237,2,3,1,1,0
901,5,-4,0.080273964,2,1.087368287,0,1,1,-0.37704675,1,1,5,0,0.100545443,0.777060596,0.777060596,-4,1,1.106670509,1,5,1.859388118,3,2.360459417,1,1,1,2,0
902,1,3,-0.632657414,3,-1.287173361,0,2,2,0.452822554,2,4,2,0,-0.469871632,0.60538659,0.025116256,2,1,-0.65927715,1,3,0.469315498,2,-2.074529237,2,2,2,4,0
903,3,1,-0.632657414,3,-1.287173361,0,1,1,0.452822554,2,4,1,0,-0.469871632,-0.406465375,-1.000382259,1,2,-0.65927715,1,3,0.469315498,3,-0.452086568,2,2,1,1,0
904,5,0,1.151735866,3,1.087368287,0,2,1,0.452822554,1,2,2,0,1.413734741,-0.406465375,-1.000382259,0,2,1.106670509,1,3,0.469315498,4,2.360459417,1,1,4,1,0
905,5,0,-0.045780008,3,1.087368287,0,2,1,0.452822554,1,3,4,0,0.263253257,2.079364187,0.931759695,0,2,0.382100409,1,4,0.469315498,2,2.360459417,1,1,5,1,0
906,4,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,3,0,1.413734741,0.60538659,0.025116256,0,2,1.106670509,1,2,1.859388118,3,0.914926411,1,1,4,1,0
907,2,1,-0.045780008,1,0.017097243,1,3,1,-1.281918189,2,3,3,1,-0.469871632,-1.050757911,0.025116256,1,4,0.382100409,4,2,-1.742633061,1,-1.188488621,2,2,2,3,1
908,4,0,-0.045780008,3,0.61682937,0,2,1,0.452822554,1,3,4,0,0.263253257,0.60538659,0.025116256,0,3,0.382100409,1,1,0.469315498,4,0.914926411,1,1,4,1,0
909,4,-4,0.080273964,3,-1.287173361,0,3,1,0.452822554,1,1,4,0,0.100545443,-1.050757911,0.025116256,-4,2,-0.65927715,1,1,0.469315498,4,0.914926411,1,1,1,1,0
910,3,0,1.151735866,4,0.61682937,0,1,1,1.323402953,1,2,5,0,0.263253257,0.777060596,0.777060596,0,1,0.382100409,1,5,-0.597480962,4,-0.452086568,1,1,5,4,0
911,4,0,1.151735866,4,1.087368287,0,1,1,1.323402953,1,2,4,0,0.263253257,2.079364187,0.931759695,0,2,1.106670509,1,4,1.859388118,2,0.914926411,1,1,5,1,0
912,5,-7,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,3,0,0.100545443,0.60538659,0.025116256,-7,2,1.106670509,1,3,1.859388118,4,2.360459417,1,1,1,1,0
913,4,1,0.080273964,4,-0.354041427,0,1,1,1.323402953,3,1,4,0,0.100545443,2.079364187,0.931759695,1,2,-0.65927715,1,4,1.859388118,4,0.914926411,1,3,1,1,0
914,3,0,-0.045780008,3,0.017097243,0,2,1,0.452822554,1,3,5,0,0.263253257,0.777060596,0.777060596,0,4,0.382100409,3,5,-0.597480962,2,-0.452086568,1,1,3,2,0
915,3,0,-0.632657414,1,-0.354041427,0,4,1,-1.281918189,3,4,3,0,0.263253257,-0.406465375,-1.000382259,0,4,-0.65927715,3,2,-1.742633061,1,-0.452086568,1,3,3,2,0
916,1,-4,0.080273964,1,-1.287173361,1,4,2,-1.281918189,2,1,1,1,0.100545443,-0.406465375,-1.000382259,-4,4,-0.65927715,4,2,-1.742633061,1,-2.074529237,1,2,1,3,1
917,4,3,0.080273964,1,1.087368287,0,3,1,-1.281918189,1,1,1,0,1.413734741,0.60538659,-0.485121989,1,3,1.106670509,2,3,0.469315498,3,0.914926411,1,1,1,2,0
918,5,-4,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,4,0,0.100545443,2.079364187,0.931759695,-4,2,1.106670509,1,4,1.859388118,3,2.360459417,1,1,1,1,0
919,4,0,-0.045780008,2,-0.354041427,0,1,1,-0.37704675,3,3,3,0,-0.469871632,-1.050757911,0.931759695,0,2,-0.65927715,1,1,0.469315498,3,0.914926411,1,3,4,2,0
920,1,0,-0.045780008,1,0.017097243,0,2,1,-1.281918189,1,3,3,0,0.263253257,-1.050757911,0.025116256,0,4,-0.65927715,3,2,-0.597480962,1,-2.074529237,1,1,3,2,0
921,1,6,-1.450988868,3,-1.287173361,1,3,1,0.452822554,2,5,1,1,-1.358196556,-1.050757911,-1.000382259,3,2,-0.65927715,1,2,0.469315498,2,-2.074529237,2,2,1,1,1
922,5,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,2,0,0.263253257,0.60538659,0.025116256,0,2,1.106670509,2,3,0.469315498,3,2.360459417,1,1,4,2,0
923,3,0,-0.045780008,1,0.017097243,0,3,1,-1.281918189,1,3,1,0,-0.469871632,0.60538659,0.025116256,0,3,0.382100409,3,4,-0.597480962,3,-0.452086568,1,1,3,2,0
924,5,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,2,0,0.263253257,2.079364187,0.931759695,0,2,1.106670509,1,4,0.469315498,4,2.360459417,1,1,4,1,0
925,4,-7,0.080273964,3,0.017097243,0,2,1,0.452822554,1,1,5,0,0.100545443,0.777060596,0.777060596,-7,1,0.382100409,1,5,-0.597480962,1,0.914926411,1,1,1,4,0
926,5,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,3,0,1.413734741,0.60538659,0.025116256,0,2,1.106670509,1,4,1.859388118,4,2.360459417,1,1,4,1,0
927,5,-7,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,2,0,0.100545443,2.079364187,0.025116256,-7,2,1.106670509,1,4,0.469315498,3,2.360459417,1,1,1,1,0
928,4,-4,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,2,0,0.100545443,2.079364187,0.931759695,-4,2,-0.65927715,1,4,0.469315498,3,0.914926411,1,3,1,1,0
929,4,0,-0.045780008,3,0.61682937,0,2,1,0.452822554,1,3,1,0,-0.469871632,0.60538659,0.025116256,0,1,0.382100409,1,4,0.469315498,2,0.914926411,1,1,3,1,0
930,5,-7,0.080273964,3,1.087368287,0,1,1,0.452822554,1,1,4,0,0.100545443,2.079364187,0.931759695,-7,2,1.106670509,1,4,0.469315498,4,2.360459417,1,1,1,2,0
931,5,-7,0.080273964,3,1.087368287,0,1,1,0.452822554,1,1,2,0,0.100545443,2.079364187,0.931759695,-7,2,0.382100409,1,4,0.469315498,4,2.360459417,1,1,1,1,0
932,2,-4,0.080273964,1,-1.287173361,1,4,1,-1.281918189,1,1,2,1,0.100545443,-0.406465375,-1.000382259,-4,1,-0.65927715,4,3,-1.742633061,1,-1.188488621,1,1,1,3,1
933,4,0,-0.045780008,4,-0.354041427,0,1,1,1.323402953,3,3,4,0,-0.469871632,-1.050757911,0.931759695,0,1,-0.65927715,1,1,0.469315498,1,0.914926411,1,3,4,4,0
934,5,0,-0.045780008,3,0.017097243,0,1,1,0.452822554,1,3,2,0,-0.469871632,2.079364187,0.931759695,0,2,0.382100409,1,4,1.859388118,4,2.360459417,1,1,3,1,0
935,2,0,-1.450988868,1,0.017097243,0,1,1,-1.281918189,1,5,2,0,-1.358196556,0.60538659,-1.000382259,0,4,-0.65927715,4,3,-0.597480962,2,-1.188488621,1,1,2,3,0
936,2,-4,0.080273964,3,-0.354041427,0,4,1,0.452822554,3,1,2,0,0.100545443,0.60538659,0.025116256,-4,3,-0.65927715,3,4,-0.597480962,2,-1.188488621,1,3,1,2,0
937,4,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,1,0,1.413734741,-0.406465375,-1.000382259,0,2,1.106670509,1,2,1.859388118,4,0.914926411,1,1,4,1,0
938,5,0,0.080273964,4,-0.354041427,0,1,1,1.323402953,3,1,4,0,-0.469871632,2.079364187,0.931759695,0,2,-0.65927715,1,4,1.859388118,4,2.360459417,1,3,3,1,0
939,4,0,1.151735866,4,1.087368287,0,1,1,1.323402953,1,2,1,0,1.413734741,-0.406465375,-1.000382259,0,2,1.106670509,1,3,0.469315498,3,0.914926411,1,1,4,1,0
940,4,-7,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,2,0,0.100545443,-1.050757911,0.025116256,-7,2,-0.65927715,3,1,0.469315498,2,0.914926411,1,3,1,2,0
941,5,-4,0.080273964,3,0.61682937,0,1,1,0.452822554,1,1,4,0,0.100545443,2.079364187,0.931759695,-4,3,1.106670509,1,4,0.469315498,4,2.360459417,1,1,1,1,0
942,5,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,4,0,1.413734741,2.079364187,0.931759695,0,2,1.106670509,1,3,1.859388118,3,2.360459417,1,1,4,1,0
943,1,1,1.151735866,3,0.017097243,0,3,1,0.452822554,2,2,5,0,0.263253257,0.777060596,0.777060596,1,2,0.382100409,2,5,-0.597480962,3,-2.074529237,2,2,2,2,0
944,3,0,1.151735866,1,0.61682937,0,1,1,-1.281918189,1,2,1,0,0.263253257,-0.406465375,-1.000382259,0,3,0.382100409,2,2,0.469315498,2,-0.452086568,1,1,3,2,1
945,4,0,1.151735866,4,1.087368287,0,1,1,1.323402953,1,2,3,0,1.413734741,2.079364187,0.931759695,0,2,1.106670509,1,4,0.469315498,4,0.914926411,1,1,4,1,0
946,3,-7,0.080273964,4,-0.354041427,1,1,2,1.323402953,3,1,2,1,0.100545443,-1.050757911,0.025116256,-7,1,-0.65927715,1,1,-0.597480962,4,-0.452086568,1,3,1,4,1
947,4,0,1.151735866,3,1.087368287,0,1,1,0.452822554,1,2,2,0,1.413734741,2.079364187,0.931759695,0,2,1.106670509,3,4,0.469315498,2,0.914926411,1,1,4,1,0
948,4,0,1.151735866,3,-0.354041427,0,1,1,0.452822554,3,2,2,0,0.263253257,0.60538659,0.025116256,0,2,-0.65927715,1,3,1.859388118,2,0.914926411,1,3,5,1,0
949,4,0,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,5,0,-0.469871632,0.777060596,0.777060596,0,2,-0.65927715,1,5,0.469315498,3,0.914926411,1,3,3,3,0
950,4,0,1.151735866,3,0.61682937,0,3,1,0.452822554,1,2,2,0,0.263253257,0.60538659,0.025116256,0,3,0.382100409,2,4,0.469315498,3,0.914926411,1,1,3,1,0
951,5,-7,0.080273964,3,1.087368287,0,1,1,0.452822554,1,1,5,0,0.100545443,0.777060596,0.777060596,-7,4,1.106670509,1,5,0.469315498,4,2.360459417,1,1,1,2,0
952,4,0,1.151735866,2,0.61682937,0,3,1,-0.37704675,1,2,3,0,1.413734741,0.60538659,0.025116256,0,2,0.382100409,3,4,-0.597480962,2,0.914926411,1,1,3,2,0
953,5,0,1.151735866,4,0.61682937,0,1,1,1.323402953,1,2,4,0,1.413734741,2.079364187,0.931759695,0,2,0.382100409,1,4,0.469315498,4,2.360459417,1,1,5,1,0
954,4,0,1.151735866,2,0.61682937,0,1,1,-0.37704675,1,2,4,0,0.263253257,0.60538659,0.931759695,0,2,0.382100409,3,1,0.469315498,2,0.914926411,1,1,5,2,0
955,4,0,1.151735866,1,0.61682937,0,1,1,-1.281918189,1,2,3,0,-0.469871632,2.079364187,0.931759695,0,3,0.382100409,2,1,-0.597480962,3,0.914926411,1,1,4,3,0
956,3,-4,0.080273964,3,-0.354041427,0,2,1,0.452822554,3,1,3,0,0.100545443,2.079364187,0.931759695,-4,2,-0.65927715,1,4,0.469315498,4,-0.452086568,1,3,1,3,0
957,4,3,-0.632657414,2,-0.354041427,0,1,1,-0.37704675,3,4,3,0,-0.469871632,-0.406465375,-1.000382259,1,2,-0.65927715,3,2,0.469315498,2,0.914926411,2,3,1,3,0
958,3,0,1.151735866,3,1.087368287,0,3,1,0.452822554,1,2,2,0,1.413734741,0.60538659,-0.485121989,0,2,1.106670509,2,3,-0.597480962,3,-0.452086568,1,2,4,2,0
959,2,1,-1.450988868,2,-1.287173361,1,1,1,-0.37704675,2,5,3,1,-1.358196556,-1.050757911,-0.485121989,1,2,-0.65927715,1,2,0.469315498,2,-1.188488621,2,2,1,2,1
960,4,0,0.080273964,4,-0.354041427,0,1,1,1.323402953,3,1,5,0,0.263253257,0.777060596,0.777060596,0,2,-0.65927715,1,5,0.469315498,4,0.914926411,1,3,3,1,0
961,4,-4,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,2,0,0.100545443,2.079364187,0.025116256,-4,2,1.106670509,1,4,1.859388118,3,0.914926411,1,1,1,1,0
962,3,0,1.151735866,2,1.087368287,0,1,2,-0.37704675,1,2,2,0,1.413734741,2.079364187,0.931759695,0,2,1.106670509,1,2,-0.597480962,3,-0.452086568,1,1,4,2,0
963,5,-4,0.080273964,3,1.087368287,0,2,1,0.452822554,2,1,3,0,0.100545443,2.079364187,0.931759695,-4,2,1.106670509,1,4,1.859388118,4,2.360459417,1,1,1,1,0
964,4,1,-0.045780008,3,0.61682937,0,3,1,0.452822554,2,3,4,0,0.263253257,-1.050757911,0.931759695,1,2,0.382100409,3,1,-0.597480962,3,0.914926411,2,2,2,2,0
965,4,0,-0.045780008,3,0.017097243,0,3,1,0.452822554,1,3,2,0,0.263253257,0.60538659,-1.000382259,0,2,0.382100409,1,3,0.469315498,3,0.914926411,1,1,3,2,0
966,4,1,1.151735866,2,-0.354041427,0,4,1,-0.37704675,3,2,4,0,0.263253257,2.079364187,0.931759695,1,3,-0.65927715,2,1,-0.597480962,4,0.914926411,2,3,2,2,0
967,4,0,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,2,0,0.263253257,2.079364187,0.931759695,0,2,-0.65927715,1,2,1.859388118,4,0.914926411,1,3,3,1,0
968,4,-7,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,1,0,0.100545443,-0.406465375,-1.000382259,-7,1,1.106670509,1,3,0.469315498,2,0.914926411,1,1,1,1,0
969,4,6,-0.632657414,3,0.017097243,0,2,2,0.452822554,2,4,2,0,-0.469871632,-1.050757911,0.025116256,1,2,0.382100409,1,1,0.469315498,3,0.914926411,2,2,2,1,0
970,5,0,1.151735866,3,1.087368287,0,2,1,0.452822554,1,2,4,0,1.413734741,2.079364187,0.931759695,0,2,1.106670509,1,4,0.469315498,4,2.360459417,1,1,4,2,0
971,4,0,0.080273964,4,-0.354041427,0,3,1,1.323402953,3,1,5,0,0.263253257,0.777060596,0.777060596,0,1,-0.65927715,1,5,-0.597480962,2,0.914926411,1,3,3,1,0
972,4,0,-0.632657414,2,0.61682937,0,3,1,-0.37704675,1,4,5,0,-0.469871632,0.777060596,0.777060596,0,3,0.382100409,3,5,0.469315498,3,0.914926411,1,1,4,2,0
973,4,0,-0.632657414,4,-1.287173361,0,2,1,1.323402953,1,4,5,0,-0.469871632,0.777060596,0.777060596,0,2,-0.65927715,1,5,0.469315498,4,0.914926411,1,1,3,1,0
974,4,-7,0.080273964,2,0.61682937,0,2,1,-0.37704675,2,1,1,0,0.100545443,0.60538659,-1.000382259,-7,2,0.382100409,1,3,0.469315498,3,0.914926411,1,1,1,3,0
975,4,0,-0.045780008,2,-0.354041427,0,2,1,-0.37704675,3,3,3,0,0.263253257,-1.050757911,0.931759695,0,2,-0.65927715,1,1,0.469315498,4,0.914926411,1,3,4,2,0
976,4,0,1.151735866,3,0.61682937,0,2,1,0.452822554,1,2,4,0,0.263253257,2.079364187,0.931759695,0,3,0.382100409,3,2,-0.597480962,3,0.914926411,1,1,4,2,0
977,3,0,-0.632657414,2,0.017097243,0,1,1,-0.37704675,1,4,2,0,-0.469871632,-1.050757911,-0.485121989,0,3,0.382100409,3,2,-0.597480962,3,-0.452086568,1,1,4,3,0
978,4,0,1.151735866,3,1.087368287,0,2,1,0.452822554,1,2,1,0,1.413734741,-0.406465375,-1.000382259,0,2,1.106670509,2,3,-0.597480962,2,0.914926411,1,1,3,1,0
979,4,0,-0.045780008,3,0.017097243,0,1,1,0.452822554,1,3,1,0,-0.469871632,-0.406465375,-1.000382259,0,2,0.382100409,1,3,1.859388118,3,0.914926411,1,1,3,2,0
980,4,0,-0.045780008,3,0.61682937,0,2,1,0.452822554,1,3,2,0,-0.469871632,0.60538659,0.025116256,0,2,0.382100409,1,3,0.469315498,2,0.914926411,1,1,3,1,0
981,2,0,1.151735866,5,-0.354041427,1,5,1,-0.118791394,3,2,3,1,0.263253257,-1.050757911,-0.485121989,0,5,-0.65927715,5,1,-0.118791394,5,-1.188488621,1,3,3,5,1
982,5,-4,0.080273964,4,1.087368287,0,1,1,1.323402953,1,1,4,0,0.100545443,2.079364187,0.025116256,-4,2,1.106670509,1,4,0.469315498,4,2.360459417,1,1,1,1,0
983,4,0,0.080273964,4,-0.354041427,0,1,1,1.323402953,3,1,5,0,-1.358196556,0.777060596,0.777060596,0,2,-0.65927715,1,5,0.469315498,4,0.914926411,1,3,3,1,0
984,4,-7,0.080273964,4,-0.354041427,0,1,1,1.323402953,3,1,3,0,0.100545443,2.079364187,0.931759695,-7,2,-0.65927715,1,4,0.469315498,3,0.914926411,1,3,1,1,0
985,5,0,1.151735866,3,1.087368287,0,1,1,0.452822554,2,2,4,0,1.413734741,2.079364187,0.931759695,0,4,1.106670509,1,4,0.469315498,3,2.360459417,1,2,5,2,0
986,5,0,1.151735866,2,1.087368287,0,3,1,-0.37704675,1,2,3,0,-0.469871632,2.079364187,0.931759695,0,2,1.106670509,3,3,0.469315498,4,2.360459417,1,1,5,2,0
987,5,-7,0.080273964,3,-0.354041427,0,2,1,0.452822554,3,1,4,0,0.100545443,2.079364187,0.931759695,-7,4,-0.65927715,3,4,1.859388118,4,2.360459417,1,3,1,2,0
988,4,-4,0.080273964,3,-0.354041427,0,1,1,0.452822554,3,1,2,0,0.100545443,-1.050757911,0.025116256,-4,2,-0.65927715,1,1,0.469315498,2,0.914926411,1,3,1,1,0
989,4,0,1.151735866,4,1.087368287,0,2,2,1.323402953,1,2,1,1,1.413734741,-1.050757911,0.931759695,0,1,1.106670509,1,2,-0.597480962,3,0.914926411,1,1,4,1,1
990,4,-7,0.080273964,3,0.017097243,0,2,1,0.452822554,1,1,1,0,0.100545443,-0.406465375,-1.000382259,-7,2,0.382100409,1,3,1.859388118,3,0.914926411,1,1,1,1,0
991,2,2,-1.450988868,1,-0.354041427,1,3,2,-1.281918189,3,5,1,1,-1.358196556,-1.050757911,-1.000382259,1,2,-0.65927715,3,1,-0.597480962,2,-1.188488621,2,3,1,2,1
992,4,-4,0.080273964,2,-0.354041427,0,1,1,-0.37704675,3,1,5,0,0.100545443,0.777060596,0.777060596,-4,2,-0.65927715,1,5,0.469315498,2,0.914926411,1,3,1,2,0
993,1,1,-0.045780008,1,0.017097243,1,3,2,-1.281918189,2,3,5,1,-0.469871632,0.777060596,0.777060596,1,3,-0.65927715,3,5,-0.597480962,2,-2.074529237,2,2,1,2,1
994,4,0,-0.045780008,1,0.61682937,0,4,1,-1.281918189,1,3,1,0,0.263253257,-1.050757911,-1.000382259,0,4,0.382100409,3,2,-1.742633061,2,0.914926411,1,1,4,3,0
995,4,0,-1.450988868,4,-0.354041427,0,2,1,1.323402953,3,5,3,0,-1.358196556,2.079364187,0.025116256,0,2,-0.65927715,1,4,0.469315498,2,0.914926411,1,3,2,1,0
